Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
180,Langston Galloway\gallola01,SG,30,TOT,7,0,15.3,0.9,3.7,.231,0.3,2.3,.125,0.6,1.4,.400,.269,0.0,0.0,,0.4,2.1,2.6,1.7,0.1,0.0,0.9,1.0,2.0
180,Langston Galloway\gallola01,SG,30,BRK,4,0,14.5,1.3,3.3,.385,0.5,2.0,.250,0.8,1.3,.600,.462,0.0,0.0,,0.3,1.8,2.0,1.3,0.0,0.0,1.3,1.3,3.0
180,Langston Galloway\gallola01,SG,30,MIL,3,0,16.3,0.3,4.3,.077,0.0,2.7,.000,0.3,1.7,.200,.077,0.0,0.0,,0.7,2.7,3.3,2.3,0.3,0.0,0.3,0.7,0.7
181,Darius Garland\garlada01,PG,22,CLE,55,55,35.2,7.9,16.8,.468,2.6,6.8,.377,5.3,10.0,.530,.544,2.9,3.1,.913,0.6,2.8,3.4,8.3,1.2,0.1,3.9,1.8,21.2
182,Marcus Garrett\garrema01,SG,23,MIA,12,0,10.7,0.4,1.8,.238,0.1,0.3,.250,0.3,1.4,.235,.262,0.2,0.4,.400,0.8,1.2,1.9,0.6,0.4,0.3,0.2,1.3,1.1
183,Usman Garuba\garubus01,PF,19,HOU,16,0,7.0,0.6,1.6,.360,0.2,0.9,.214,0.4,0.7,.545,.420,0.1,0.1,.500,0.6,1.8,2.3,0.5,0.5,0.4,0.3,0.6,1.4
184,Luka Garza\garzalu01,C,23,DET,30,5,11.4,1.9,4.2,.448,0.5,1.4,.341,1.4,2.8,.500,.504,1.0,1.5,.659,1.7,1.3,2.9,0.5,0.3,0.1,0.6,1.6,5.2
185,Rudy Gay\gayru01,PF,35,UTA,45,1,18.8,2.7,6.9,.395,1.3,3.8,.335,1.5,3.1,.468,.487,1.3,1.6,.784,1.0,3.3,4.3,1.0,0.5,0.3,0.9,1.8,8.0
186,Paul George\georgpa01,SF,31,LAC,26,26,35.5,9.0,21.4,.421,2.7,8.3,.323,6.3,13.0,.484,.484,4.0,4.5,.880,0.4,6.7,7.1,5.5,2.0,0.4,4.2,2.5,24.7
187,Taj Gibson\gibsota01,C,36,NYK,44,4,17.9,1.6,2.9,.539,0.2,0.5,.391,1.4,2.4,.571,.574,0.7,0.9,.775,1.7,2.7,4.4,0.6,0.4,0.8,0.5,2.8,4.0
188,Josh Giddey\giddejo01,SG,19,OKC,54,54,31.5,5.2,12.4,.419,1.0,3.9,.263,4.2,8.5,.492,.461,1.0,1.5,.709,1.8,6.0,7.8,6.4,0.9,0.4,3.2,1.6,12.5
189,Shai Gilgeous-Alexander\gilgesh01,PG,23,OKC,54,54,34.7,8.4,18.7,.450,1.6,5.4,.291,6.9,13.4,.513,.491,5.9,7.3,.810,0.7,4.3,5.0,5.9,1.3,0.8,2.8,2.5,24.3
190,Anthony Gill\gillan01,PF,29,WAS,33,0,8.1,1.2,1.9,.603,0.3,0.5,.600,0.9,1.5,.604,.675,0.7,1.0,.727,0.6,0.8,1.5,0.5,0.1,0.2,0.3,1.3,3.3
191,Freddie Gillespie\gillefr01,PF,24,ORL,9,2,13.2,1.0,2.4,.409,0.0,0.1,.000,1.0,2.3,.429,.409,0.3,0.8,.429,1.4,2.6,4.0,0.6,0.3,1.0,0.6,2.0,2.3
192,Rudy Gobert\goberru01,C,29,UTA,54,54,32.0,5.5,7.8,.711,0.0,0.0,.000,5.5,7.7,.715,.711,4.4,6.4,.690,3.6,11.2,14.8,1.1,0.7,2.2,1.8,2.7,15.4
193,Brandon Goodwin\goodwbr01,PG,26,CLE,26,5,15.9,2.0,5.0,.411,0.7,1.9,.347,1.4,3.1,.450,.477,0.6,1.0,.615,0.5,1.8,2.3,3.3,0.9,0.0,1.0,1.2,5.3
194,Jordan Goodwin\goodwjo01,SG,23,WAS,2,0,3.0,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0
195,Aaron Gordon\gordoaa01,PF,26,DEN,64,64,31.3,5.5,10.8,.509,1.1,3.5,.315,4.4,7.4,.601,.560,2.2,3.0,.738,1.6,4.0,5.6,2.5,0.6,0.6,1.7,1.9,14.3
196,Eric Gordon\gordoer01,SG,33,HOU,54,43,29.6,4.8,10.1,.474,2.2,5.4,.408,2.6,4.8,.548,.582,1.9,2.5,.778,0.3,1.7,2.0,2.8,0.5,0.3,1.9,1.1,13.8
197,Devonte' Graham\grahade01,PG,26,NOP,65,57,29.8,4.1,11.4,.362,2.7,7.9,.344,1.4,3.5,.402,.481,1.6,1.9,.831,0.5,2.0,2.5,4.4,1.0,0.2,1.5,1.4,12.5
198,Jerami Grant\grantje01,PF,27,DET,44,44,32.6,6.3,15.0,.418,1.8,5.4,.339,4.5,9.6,.463,.480,4.6,5.5,.832,0.6,3.5,4.1,2.4,1.0,1.1,1.8,2.3,19.0
199,Hassani Gravett\graveha01,PG,25,ORL,8,3,21.4,2.3,4.8,.474,1.4,3.3,.423,0.9,1.5,.583,.618,0.4,0.5,.750,0.1,2.5,2.6,2.5,0.6,0.1,1.1,1.6,6.3
200,Danny Green\greenda02,SF,34,PHI,48,25,22.1,2.1,5.3,.390,1.6,4.4,.373,0.4,0.9,.476,.545,0.2,0.2,.900,0.5,1.9,2.4,1.0,1.0,0.6,0.8,1.7,6.0
201,Draymond Green\greendr01,PF,31,GSW,36,34,29.4,3.1,5.8,.531,0.4,1.3,.277,2.7,4.4,.606,.563,1.2,2.0,.606,1.1,6.5,7.6,7.2,1.4,1.1,3.1,2.7,7.7
202,Jalen Green\greenja05,SG,19,HOU,54,54,31.1,5.5,13.3,.415,2.1,6.4,.326,3.4,6.9,.497,.493,2.6,3.3,.799,0.5,2.6,3.1,2.6,0.7,0.2,2.1,1.5,15.8
203,JaMychal Green\greenja01,PF,31,DEN,57,7,16.2,2.5,5.1,.483,0.5,2.0,.265,1.9,3.1,.621,.534,1.3,1.4,.889,1.2,3.1,4.3,0.8,0.7,0.4,0.9,2.4,6.7
204,Javonte Green\greenja02,SF,28,CHI,52,40,24.2,2.8,5.2,.541,0.6,1.6,.378,2.2,3.6,.613,.599,1.3,1.6,.840,1.5,2.8,4.3,1.0,1.0,0.5,0.5,2.2,7.5
205,Jeff Green\greenje02,C,35,DEN,65,53,24.6,3.7,7.2,.518,0.7,2.2,.301,3.0,4.9,.618,.566,2.2,2.7,.833,0.6,2.6,3.2,1.3,0.4,0.4,1.0,2.0,10.3
206,Josh Green\greenjo02,SG,21,DAL,54,3,15.2,1.9,3.7,.505,0.4,1.0,.345,1.5,2.7,.565,.552,0.5,0.7,.700,0.8,1.6,2.4,1.2,0.7,0.2,0.6,1.8,4.6
207,Blake Griffin\griffbl01,PF,32,BRK,53,24,17.4,2.4,5.7,.419,0.6,2.6,.248,1.8,3.1,.560,.475,1.0,1.4,.716,1.1,3.0,4.1,1.9,0.5,0.2,0.5,1.7,6.4
208,Quentin Grimes\grimequ01,SG,21,NYK,40,6,17.4,2.2,5.2,.421,1.7,4.2,.398,0.6,1.1,.512,.579,0.3,0.4,.647,0.6,1.4,1.9,1.0,0.7,0.3,0.6,1.5,6.3
209,Kyle Guy\guyky01,SG,24,MIA,18,0,10.2,1.4,3.5,.413,0.8,2.1,.368,0.7,1.4,.480,.524,0.4,0.7,.667,0.2,0.7,0.8,0.9,0.4,0.1,0.7,0.7,4.1
210,Rui Hachimura\hachiru01,PF,23,WAS,28,0,19.7,3.8,7.8,.489,1.3,2.6,.486,2.6,5.3,.490,.568,1.1,1.4,.775,0.5,2.8,3.3,1.0,0.7,0.2,0.8,1.3,10.0
211,Tyrese Haliburton\halibty01,SG-PG,21,TOT,65,65,35.1,5.5,11.9,.467,2.2,5.2,.416,3.4,6.6,.507,.558,1.9,2.3,.833,0.7,3.3,4.0,7.9,1.8,0.6,2.6,1.5,15.2
211,Tyrese Haliburton\halibty01,SG,21,SAC,51,51,34.5,5.3,11.5,.457,2.0,4.9,.413,3.2,6.5,.491,.546,1.7,2.0,.837,0.8,3.1,3.9,7.4,1.7,0.7,2.3,1.4,14.3
211,Tyrese Haliburton\halibty01,PG,21,IND,14,14,37.4,6.6,13.2,.497,2.6,6.2,.425,3.9,7.0,.561,.597,2.7,3.3,.826,0.5,3.9,4.4,9.4,2.0,0.5,3.8,1.7,18.5
212,Tyler Hall\hallty01,SG,24,NYK,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,R.J. Hampton\hamptrj01,SG,20,ORL,52,4,20.5,2.5,6.6,.384,1.0,2.7,.367,1.6,3.9,.395,.458,1.2,1.9,.612,0.3,2.6,2.9,2.3,0.7,0.2,1.3,1.5,7.2
214,Tim Hardaway Jr.\hardati02,SG,29,DAL,42,20,29.6,5.0,12.6,.394,2.4,7.2,.336,2.5,5.4,.473,.491,1.9,2.5,.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2
215,James Harden\hardeja01,PG-SG,32,TOT,53,53,37.1,6.5,15.6,.416,2.3,6.9,.338,4.2,8.8,.477,.490,7.2,8.3,.872,0.9,6.9,7.8,10.2,1.3,0.6,4.5,2.4,22.5
215,James Harden\hardeja01,PG,32,BRK,44,44,37.0,6.6,16.0,.414,2.3,7.0,.332,4.3,9.1,.476,.486,6.9,8.0,.869,1.0,7.0,8.0,10.2,1.3,0.7,4.8,2.4,22.5
215,James Harden\hardeja01,SG,32,PHI,9,9,37.6,5.9,13.7,.431,2.3,6.3,.368,3.6,7.3,.485,.516,8.7,9.8,.886,0.4,6.3,6.8,10.6,1.4,0.1,3.2,2.7,22.8
216,Maurice Harkless\harklma01,SF,28,SAC,46,24,18.7,1.8,3.9,.459,0.7,2.2,.307,1.1,1.7,.650,.544,0.4,0.6,.714,0.3,2.2,2.4,0.5,0.6,0.5,0.7,1.7,4.7
217,Jared Harper\harpeja01,PG,24,NOP,2,0,5.0,1.5,3.5,.429,0.5,1.0,.500,1.0,2.5,.400,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.5,0.5,1.0,3.5
218,Montrezl Harrell\harremo01,C,28,TOT,60,3,24.2,5.3,8.3,.642,0.1,0.3,.235,5.2,8.0,.657,.646,3.2,4.5,.716,2.2,4.4,6.6,2.0,0.4,0.6,1.1,2.0,13.9
218,Montrezl Harrell\harremo01,C,28,WAS,46,3,24.3,5.4,8.3,.645,0.1,0.3,.267,5.3,8.0,.660,.650,3.2,4.5,.727,2.1,4.6,6.7,2.1,0.4,0.7,1.1,1.9,14.1
218,Montrezl Harrell\harremo01,C,28,CHO,14,0,23.8,5.1,8.0,.634,0.0,0.1,.000,5.1,7.9,.645,.634,3.1,4.5,.683,2.6,3.6,6.3,1.6,0.4,0.4,1.0,2.4,13.2
219,Gary Harris\harriga01,SG,27,ORL,59,30,28.6,4.0,9.1,.439,1.9,4.9,.390,2.1,4.1,.498,.546,1.4,1.6,.871,0.6,1.4,2.0,1.8,0.9,0.2,1.0,1.9,11.3
220,Joe Harris\harrijo01,SF,30,BRK,14,14,30.2,4.0,8.9,.452,2.9,6.3,.466,1.1,2.6,.417,.617,0.4,0.4,.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3
221,Tobias Harris\harrito02,PF,29,PHI,59,59,35.4,7.0,14.5,.480,1.3,3.6,.360,5.7,10.9,.519,.525,2.7,3.2,.849,1.1,5.9,7.0,3.4,0.6,0.6,1.6,2.1,17.9
222,Shaquille Harrison\harrish01,SG,28,BRK,2,0,11.5,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.0,0.0,,0.5,1.5,2.0,1.5,0.5,0.5,1.0,1.5,2.0
223,Josh Hart\hartjo01,SG-SF,26,TOT,52,51,33.1,5.1,10.3,.496,1.3,3.8,.335,3.8,6.5,.592,.559,3.0,3.9,.756,1.2,6.1,7.3,4.1,1.1,0.3,2.1,2.8,14.5
223,Josh Hart\hartjo01,SG,26,NOP,41,40,33.5,4.8,9.4,.505,1.0,3.2,.323,3.7,6.2,.598,.560,2.8,3.8,.753,1.3,6.5,7.8,4.1,1.1,0.3,2.0,2.9,13.4
223,Josh Hart\hartjo01,SF,26,POR,11,11,31.5,6.5,13.8,.474,2.3,6.4,.357,4.3,7.5,.573,.556,3.5,4.6,.765,0.7,4.9,5.6,4.1,1.2,0.2,2.6,2.4,18.9
224,Isaiah Hartenstein\harteis01,C,23,LAC,58,0,16.9,3.3,5.1,.638,0.1,0.2,.385,3.2,4.9,.649,.646,1.2,1.8,.642,1.6,2.9,4.5,2.0,0.7,1.1,1.2,2.5,7.8
225,Udonis Haslem\hasleud01,C,41,MIA,9,0,6.3,1.2,2.4,.500,0.1,0.2,.500,1.1,2.2,.500,.523,0.3,0.3,1.000,0.4,1.6,2.0,0.3,0.1,0.1,0.3,1.2,2.9
226,Sam Hauser\hausesa01,SF,24,BOS,16,0,4.3,0.6,1.4,.409,0.6,1.4,.409,0.0,0.0,,.614,0.0,0.0,,0.1,0.4,0.5,0.3,0.1,0.1,0.1,0.3,1.7
227,Jaxson Hayes\hayesja02,C,21,NOP,57,15,18.5,3.4,5.2,.649,0.2,0.6,.324,3.2,4.6,.691,.667,2.0,2.6,.762,1.4,2.8,4.2,0.6,0.4,0.8,0.8,2.3,8.9
228,Killian Hayes\hayeski01,PG,20,DET,54,33,24.5,2.3,6.4,.362,0.6,2.4,.260,1.7,3.9,.425,.411,0.9,1.1,.767,0.6,2.5,3.1,4.2,1.1,0.5,1.7,2.7,6.1
229,Gordon Hayward\haywago01,SF,31,CHO,48,48,32.2,5.9,12.7,.460,1.8,4.5,.390,4.1,8.2,.499,.529,2.6,3.1,.846,0.8,3.8,4.6,3.6,1.0,0.5,1.7,1.8,16.1
230,Aaron Henry\henryaa01,SF,22,PHI,6,0,2.8,0.2,0.8,.200,0.0,0.2,.000,0.2,0.7,.250,.200,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.3,0.3,0.3,0.3
231,Juancho Hernangómez\hernaju01,PF,26,TOT,28,1,6.8,0.4,1.4,.250,0.2,1.0,.185,0.2,0.5,.385,.313,0.5,0.8,.619,0.5,1.2,1.7,0.3,0.2,0.2,0.4,0.3,1.4
231,Juancho Hernangómez\hernaju01,PF,26,BOS,18,0,5.3,0.3,1.5,.185,0.2,1.0,.167,0.1,0.5,.222,.241,0.3,0.5,.667,0.5,0.9,1.4,0.2,0.2,0.1,0.3,0.4,1.1
231,Juancho Hernangómez\hernaju01,PF,26,SAS,5,0,10.2,0.4,1.2,.333,0.0,0.6,.000,0.4,0.6,.667,.333,0.6,0.8,.750,0.8,2.2,3.0,0.6,0.2,0.2,0.4,0.0,1.4
231,Juancho Hernangómez\hernaju01,PF,26,UTA,5,1,8.4,0.6,1.4,.429,0.4,1.2,.333,0.2,0.2,1.000,.571,0.8,1.6,.500,0.2,1.2,1.4,0.4,0.0,0.4,0.4,0.4,2.4
232,Willy Hernangómez\hernawi01,C,27,NOP,40,6,16.1,3.4,6.3,.546,0.1,0.3,.400,3.3,6.0,.552,.554,1.9,2.6,.740,2.6,3.9,6.6,1.2,0.4,0.4,1.0,1.8,8.9
233,Tyler Herro\herroty01,SG,22,MIA,57,10,32.8,7.7,17.4,.443,2.7,6.8,.393,5.0,10.5,.475,.520,3.0,3.4,.867,0.5,4.3,4.8,3.8,0.7,0.1,2.6,1.4,21.0
234,Buddy Hield\hieldbu01,SG,29,TOT,69,20,30.5,5.4,13.3,.403,3.2,8.9,.363,2.2,4.5,.481,.523,1.4,1.6,.875,0.8,3.6,4.3,2.6,0.9,0.3,1.8,2.2,15.4
234,Buddy Hield\hieldbu01,SG,29,SAC,55,6,28.6,4.8,12.6,.382,3.3,9.0,.368,1.5,3.6,.419,.514,1.5,1.7,.870,0.8,3.2,4.0,1.9,0.9,0.3,1.6,2.1,14.4
234,Buddy Hield\hieldbu01,SG,29,IND,14,14,38.1,7.6,16.3,.465,2.9,8.3,.345,4.7,8.0,.589,.553,1.3,1.4,.900,0.6,4.9,5.5,5.4,0.9,0.3,2.3,2.8,19.3
235,Haywood Highsmith\highsha01,SF,25,MIA,13,0,8.0,0.7,2.0,.346,0.5,1.3,.412,0.2,0.7,.222,.481,0.2,0.3,.500,0.5,0.8,1.3,0.1,0.1,0.2,0.2,0.7,2.1
236,George Hill\hillge01,SG,35,MIL,43,16,25.0,2.4,5.6,.435,0.9,2.8,.325,1.5,2.8,.546,.517,1.1,1.2,.923,0.8,2.3,3.2,2.4,0.8,0.1,0.8,1.3,6.9
237,Malcolm Hill\hillma01,SF-SG,26,TOT,17,0,11.6,1.4,2.9,.469,0.8,2.0,.382,0.6,0.9,.667,.602,0.6,0.8,.786,0.6,1.2,1.9,0.3,0.4,0.2,0.1,1.3,4.1
237,Malcolm Hill\hillma01,SG,26,ATL,3,0,15.3,1.7,2.7,.625,1.0,1.7,.600,0.7,1.0,.667,.813,1.3,1.3,1.000,0.7,1.3,2.0,0.3,1.3,0.3,0.0,2.3,5.7
237,Malcolm Hill\hillma01,SF,26,CHI,14,0,10.8,1.3,2.9,.439,0.7,2.1,.345,0.6,0.9,.667,.561,0.5,0.7,.700,0.6,1.2,1.9,0.3,0.1,0.1,0.1,1.1,3.8
238,Solomon Hill\hillso01,PF,30,ATL,13,1,10.7,0.2,1.5,.150,0.2,1.0,.154,0.1,0.5,.143,.200,0.0,0.0,,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6
239,Nate Hinton\hintona01,SG,22,IND,2,0,1.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
240,Jaylen Hoard\hoardja01,SF,22,OKC,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Aaron Holiday\holidaa01,PG,25,TOT,55,14,16.6,2.5,5.3,.466,0.6,1.6,.386,1.9,3.7,.500,.524,0.8,1.0,.852,0.3,1.5,1.9,2.4,0.7,0.2,1.0,1.4,6.4
241,Aaron Holiday\holidaa01,PG,25,WAS,41,14,16.2,2.4,5.2,.467,0.6,1.6,.343,1.9,3.6,.524,.521,0.7,0.9,.800,0.2,1.4,1.6,1.9,0.6,0.2,1.0,1.5,6.1
241,Aaron Holiday\holidaa01,PG,25,PHO,14,0,18.0,2.6,5.7,.463,0.8,1.5,.524,1.9,4.2,.441,.531,1.3,1.4,.947,0.6,1.9,2.5,3.9,1.0,0.0,1.1,1.4,7.4
242,Jrue Holiday\holidjr01,PG,31,MIL,57,54,33.3,7.2,14.4,.502,2.0,4.7,.416,5.2,9.6,.545,.571,2.1,2.7,.763,1.1,3.5,4.6,6.7,1.6,0.5,2.8,2.0,18.5
243,Justin Holiday\holidju01,SF-SG,32,TOT,63,54,28.5,3.7,9.2,.397,2.4,6.7,.363,1.2,2.5,.488,.528,0.7,0.8,.846,0.4,2.3,2.7,1.8,0.7,0.4,1.0,2.1,10.5
243,Justin Holiday\holidju01,SF,32,IND,49,40,28.9,3.9,9.3,.415,2.6,6.9,.378,1.3,2.5,.516,.553,0.7,0.8,.829,0.4,2.4,2.8,1.8,0.7,0.4,1.0,2.1,11.0
243,Justin Holiday\holidju01,SG,32,SAC,14,14,26.9,2.9,8.9,.331,1.9,6.1,.302,1.1,2.7,.395,.435,0.7,0.8,.909,0.5,1.8,2.3,1.6,0.8,0.6,0.9,2.1,8.4
244,Richaun Holmes\holmeri01,C,28,SAC,45,37,23.9,4.4,6.7,.660,0.0,0.1,.400,4.4,6.6,.664,.663,1.6,2.0,.778,2.1,5.0,7.0,1.1,0.4,0.9,1.2,2.8,10.4
245,Rodney Hood\hoodro01,SF-SG,29,TOT,46,0,13.8,1.1,3.1,.357,0.6,1.9,.314,0.5,1.2,.421,.451,0.3,0.3,.929,0.3,1.2,1.5,0.7,0.3,0.1,0.2,0.6,3.1
245,Rodney Hood\hoodro01,SF,29,MIL,39,0,14.9,1.2,3.4,.351,0.6,2.1,.300,0.6,1.3,.431,.443,0.3,0.4,.929,0.3,1.4,1.7,0.8,0.3,0.1,0.2,0.7,3.3
245,Rodney Hood\hoodro01,SG,29,LAC,7,0,7.4,0.7,1.7,.417,0.4,0.9,.500,0.3,0.9,.333,.542,0.0,0.0,,0.1,0.3,0.4,0.6,0.3,0.1,0.1,0.3,1.9
246,Scotty Hopson\hopsosc01,SG,32,OKC,1,0,18.0,2.0,4.0,.500,0.0,1.0,.000,2.0,3.0,.667,.500,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0
