Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
428,Jaysean Paige\paigeja01,PG,27,DET,1,0,7.0,0.0,3.0,.000,0.0,2.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
429,Trayvon Palmer\palmetr01,SG,27,DET,1,0,17.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
430,Kevin Pangos\pangoke01,PG,29,CLE,24,3,6.9,0.6,1.9,.326,0.3,1.1,.231,0.4,0.8,.450,.391,0.1,0.2,.750,0.1,0.4,0.5,1.3,0.1,0.0,0.3,0.5,1.6
431,Jabari Parker\parkeja01,PF,26,BOS,12,0,9.3,1.5,3.2,.474,0.7,1.3,.500,0.8,1.8,.455,.579,0.8,0.8,1.000,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,4.4
432,Eric Paschall\pascher01,PF,25,UTA,50,1,12.7,1.8,3.7,.481,0.7,1.9,.379,1.1,1.8,.587,.578,1.1,1.5,.770,0.5,1.4,1.9,0.6,0.1,0.1,0.5,0.9,5.5
433,Chris Paul\paulch01,PG,36,PHO,58,58,33.0,5.6,11.5,.487,1.0,3.1,.330,4.6,8.4,.546,.532,2.7,3.2,.843,0.3,4.2,4.5,10.7,1.9,0.3,2.4,2.0,14.9
434,Cameron Payne\payneca01,PG,27,PHO,49,9,22.2,4.2,10.3,.406,1.2,3.7,.339,3.0,6.7,.443,.466,1.5,1.7,.847,0.4,2.6,3.0,4.7,0.7,0.3,1.9,2.1,11.1
435,Elfrid Payton\paytoel01,PG,27,PHO,44,0,10.8,1.4,3.5,.401,0.1,0.4,.250,1.3,3.1,.419,.414,0.3,0.6,.393,0.5,1.3,1.8,2.0,0.5,0.1,0.9,0.8,3.1
436,Gary Payton II\paytoga02,PG,29,GSW,60,14,17.1,3.0,4.8,.612,0.7,1.8,.364,2.3,3.0,.758,.680,0.5,0.9,.574,1.0,2.5,3.4,0.8,1.4,0.3,0.5,1.8,7.1
437,Norvel Pelle\pelleno01,C,28,UTA,3,0,6.3,1.0,1.7,.600,0.0,0.0,,1.0,1.7,.600,.600,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.3,0.7,0.3,2.0
438,Reggie Perry\perryre01,PF,21,TOT,3,0,17.0,1.7,3.3,.500,0.3,0.7,.500,1.3,2.7,.500,.550,0.7,0.7,1.000,0.7,2.0,2.7,0.7,0.3,0.0,0.3,3.0,4.3
438,Reggie Perry\perryre01,PF,21,POR,2,0,20.5,2.0,4.5,.444,0.5,1.0,.500,1.5,3.5,.429,.500,1.0,1.0,1.000,1.0,2.5,3.5,1.0,0.5,0.0,0.5,3.0,5.5
438,Reggie Perry\perryre01,PF,21,IND,1,0,10.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0
439,Jamorko Pickett\pickeja01,PF,24,DET,7,0,8.1,0.6,2.0,.286,0.4,1.4,.300,0.1,0.6,.250,.393,0.0,0.0,,0.4,1.3,1.7,0.1,0.0,0.1,0.4,0.6,1.6
440,Theo Pinson\pinsoth01,SF,26,DAL,16,0,7.5,0.6,2.0,.281,0.4,1.6,.240,0.2,0.4,.429,.375,0.3,0.3,1.000,0.1,1.1,1.2,0.8,0.3,0.1,0.1,0.6,1.8
441,Mason Plumlee\plumlma01,C,31,CHO,61,61,25.2,2.9,4.5,.641,0.0,0.0,.000,2.9,4.4,.646,.641,0.9,2.4,.370,2.5,5.6,8.1,3.2,0.9,0.7,1.3,3.1,6.6
442,Jakob Poeltl\poeltja01,C,26,SAS,58,57,29.2,6.1,9.8,.622,0.0,0.0,1.000,6.1,9.8,.621,.623,1.4,2.9,.494,3.9,5.3,9.2,2.9,0.7,1.7,1.7,3.2,13.7
443,Aleksej Pokusevski\pokusal01,PF,20,OKC,53,5,18.3,2.8,6.7,.415,0.8,2.8,.282,2.0,3.9,.510,.473,0.5,0.7,.684,1.2,3.6,4.8,1.5,0.6,0.6,1.3,1.3,6.9
444,Yves Pons\ponsyv01,SF,22,MEM,8,0,3.6,0.3,0.5,.500,0.1,0.1,1.000,0.1,0.4,.333,.625,0.0,0.3,.000,0.4,0.4,0.8,0.0,0.0,0.0,0.0,0.3,0.6
445,Jordan Poole\poolejo01,SG,22,GSW,64,39,29.0,5.9,12.9,.456,2.5,7.0,.361,3.3,5.8,.570,.554,2.9,3.1,.915,0.4,2.7,3.1,3.6,0.9,0.3,2.3,2.6,17.1
446,Kevin Porter Jr.\porteke02,PG,21,HOU,48,48,30.4,4.9,12.1,.401,2.4,6.3,.373,2.5,5.8,.432,.498,1.9,3.2,.595,0.7,3.4,4.1,6.0,1.2,0.3,3.4,2.6,14.0
447,Michael Porter Jr.\portemi01,SF,23,DEN,9,9,29.4,4.1,11.4,.359,1.1,5.3,.208,3.0,6.1,.491,.408,0.6,1.0,.556,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9
448,Otto Porter Jr.\porteot01,PF,28,GSW,55,15,21.5,3.0,6.5,.462,1.3,3.6,.372,1.7,3.0,.571,.564,0.7,0.9,.780,1.1,4.1,5.3,1.5,1.1,0.5,0.5,1.3,8.1
449,Bobby Portis\portibo01,C,26,MIL,61,56,28.9,6.0,12.3,.484,2.0,4.9,.405,4.0,7.4,.537,.565,1.3,1.8,.752,2.5,6.6,9.1,1.2,0.8,0.8,1.3,2.5,15.3
450,Kristaps Porziņģis\porzikr01,PF,26,TOT,39,39,28.8,6.6,14.6,.454,1.4,4.9,.286,5.2,9.7,.540,.503,4.6,5.3,.865,1.9,5.6,7.6,2.0,0.7,1.7,1.5,2.6,19.3
450,Kristaps Porziņģis\porzikr01,PF,26,DAL,34,34,29.5,6.7,14.9,.451,1.4,5.1,.283,5.3,9.9,.537,.499,4.3,5.0,.865,1.9,5.8,7.7,2.0,0.7,1.7,1.6,2.6,19.2
450,Kristaps Porziņģis\porzikr01,PF,26,WAS,5,5,24.6,6.0,12.4,.484,1.2,3.8,.316,4.8,8.6,.558,.532,6.6,7.6,.868,2.4,4.6,7.0,2.0,0.4,1.4,1.4,2.6,19.8
451,Micah Potter\pottemi01,C,23,DET,3,0,10.3,1.7,3.7,.455,0.0,0.7,.000,1.7,3.0,.556,.455,0.7,0.7,1.000,1.3,1.7,3.0,0.0,0.3,0.3,0.3,1.3,4.0
452,Dwight Powell\poweldw01,C,30,DAL,69,58,21.2,3.0,4.6,.653,0.2,0.5,.371,2.8,4.1,.688,.674,1.8,2.3,.765,2.1,2.5,4.7,1.1,0.5,0.4,0.8,2.6,8.0
453,Myles Powell\powelmy01,PG,24,PHI,11,0,4.7,0.5,1.5,.294,0.1,0.5,.167,0.4,1.0,.364,.324,0.2,0.2,1.000,0.1,0.5,0.5,0.3,0.1,0.0,0.3,0.7,1.2
454,Norman Powell\powelno01,SF-SG,28,TOT,43,41,32.9,6.2,13.6,.457,2.3,5.7,.407,3.9,7.9,.493,.542,4.1,5.1,.807,0.5,2.8,3.3,2.2,1.0,0.4,1.6,2.3,18.8
454,Norman Powell\powelno01,SF,28,POR,40,39,33.3,6.2,13.6,.456,2.3,5.7,.406,3.9,7.8,.492,.542,4.0,5.0,.803,0.4,2.9,3.3,2.1,1.0,0.4,1.6,2.3,18.7
454,Norman Powell\powelno01,SG,28,LAC,3,2,26.7,6.7,14.0,.476,2.0,4.7,.429,4.7,9.3,.500,.548,5.7,6.7,.850,1.0,2.0,3.0,4.0,0.7,0.7,1.7,2.7,21.0
455,Joshua Primo\primojo01,SG,19,SAS,38,4,16.8,1.7,4.7,.367,0.8,2.5,.313,0.9,2.1,.432,.452,0.7,1.0,.730,0.8,1.5,2.2,1.4,0.3,0.4,0.9,1.4,4.9
456,Taurean Prince\princta02,PF,27,MIN,59,8,16.5,2.4,5.3,.455,1.2,3.2,.376,1.2,2.1,.573,.568,0.8,1.1,.746,0.3,2.1,2.4,0.9,0.7,0.3,0.8,1.5,6.8
457,Payton Pritchard\pritcpa01,SG,24,BOS,59,2,12.9,1.9,4.8,.396,1.1,3.0,.369,0.8,1.8,.439,.511,0.3,0.3,1.000,0.4,1.3,1.6,1.7,0.2,0.1,0.6,0.9,5.2
458,Trevelin Queen\queentr01,SG,24,HOU,10,0,7.4,1.5,3.3,.455,0.9,2.4,.375,0.6,0.9,.667,.591,0.4,0.4,1.000,0.7,0.9,1.6,0.4,0.5,0.1,0.7,0.6,4.3
459,Neemias Queta\quetane01,C,22,SAC,10,0,5.6,0.9,2.3,.391,0.0,0.0,,0.9,2.3,.391,.391,0.3,0.5,.600,1.1,0.8,1.9,0.4,0.1,0.4,0.4,1.1,2.1
460,Immanuel Quickley\quickim01,PG,22,NYK,65,2,22.0,3.3,8.6,.383,1.6,4.8,.341,1.6,3.8,.437,.478,2.0,2.1,.914,0.4,2.4,2.8,3.1,0.6,0.0,1.3,2.2,10.1
461,Jahmi'us Ramsey\ramseja01,SG,20,SAC,19,0,7.1,1.3,3.1,.414,0.3,0.9,.278,1.0,2.1,.475,.457,0.4,0.7,.500,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2
462,Julius Randle\randlju01,PF,27,NYK,67,67,35.5,7.2,17.3,.418,1.7,5.3,.313,5.6,12.0,.465,.466,4.3,5.6,.770,1.7,8.2,9.9,5.2,0.8,0.6,3.4,2.9,20.4
463,Austin Reaves\reaveau01,SG,23,LAL,50,11,22.4,2.3,4.8,.479,0.8,2.6,.318,1.4,2.1,.679,.567,1.2,1.5,.838,0.5,2.2,2.7,1.3,0.4,0.4,0.6,1.5,6.6
464,Cam Reddish\reddica01,SF,22,TOT,49,7,20.7,3.4,8.3,.404,1.3,3.8,.359,2.0,4.6,.442,.485,2.1,2.3,.902,0.5,1.6,2.1,1.0,1.0,0.3,1.2,1.2,10.1
464,Cam Reddish\reddica01,SF,22,ATL,34,7,23.4,4.1,10.1,.402,1.7,4.5,.379,2.4,5.6,.421,.487,2.1,2.4,.900,0.6,1.9,2.5,1.1,1.0,0.3,1.3,1.3,11.9
464,Cam Reddish\reddica01,SF,22,NYK,15,0,14.3,1.8,4.3,.415,0.5,2.1,.258,1.3,2.3,.559,.477,1.9,2.1,.906,0.3,1.1,1.4,0.7,0.8,0.3,0.9,1.0,6.1
465,Davon Reed\reedda01,SG,26,DEN,38,5,13.5,1.6,3.3,.492,0.8,1.9,.444,0.8,1.4,.556,.619,0.2,0.3,.800,0.3,2.0,2.3,1.0,0.5,0.2,0.3,1.3,4.3
466,Paul Reed\reedpa01,C,22,PHI,29,2,8.4,1.1,2.3,.463,0.1,0.2,.333,1.0,2.1,.475,.478,0.1,0.3,.400,1.1,1.2,2.4,0.4,0.7,0.4,0.3,1.3,2.3
467,Naz Reid\reidna01,C,22,MIN,66,5,16.0,3.0,6.2,.489,0.7,2.1,.348,2.3,4.1,.560,.547,1.6,2.0,.763,1.4,2.7,4.0,0.9,0.5,1.0,1.1,2.2,8.4
468,Nick Richards\richani01,C,24,CHO,45,5,7.8,1.3,1.9,.671,0.0,0.0,,1.3,1.9,.671,.671,0.7,1.0,.698,0.7,1.1,1.8,0.3,0.2,0.4,0.5,1.1,3.2
469,Josh Richardson\richajo01,SG,28,TOT,54,5,24.3,3.3,7.8,.430,1.4,3.4,.408,1.9,4.4,.447,.519,1.3,1.5,.867,0.7,2.2,2.9,1.6,0.7,0.5,1.0,1.8,9.4
469,Josh Richardson\richajo01,SG,28,BOS,44,0,24.7,3.5,7.8,.443,1.4,3.5,.397,2.0,4.3,.481,.534,1.4,1.6,.859,0.6,2.3,2.8,1.5,0.8,0.5,0.9,1.9,9.7
469,Josh Richardson\richajo01,SG,28,SAS,10,5,22.4,2.8,7.6,.368,1.3,2.8,.464,1.5,4.8,.313,.454,1.1,1.2,.917,1.2,1.9,3.1,2.3,0.6,0.5,1.3,1.6,8.0
470,Austin Rivers\riverau01,SG,29,DEN,55,16,21.9,2.3,5.5,.419,1.2,3.6,.342,1.1,1.9,.569,.532,0.5,0.7,.711,0.3,1.4,1.7,1.3,0.8,0.1,0.8,1.7,6.3
471,Duncan Robinson\robindu01,SG,27,MIA,67,62,26.6,3.8,9.5,.396,3.0,8.1,.366,0.8,1.4,.563,.552,0.7,0.9,.842,0.3,2.4,2.8,1.7,0.5,0.2,0.8,2.6,11.2
472,Justin Robinson\robinju01,PG,24,TOT,25,0,12.2,1.1,3.7,.301,0.7,2.4,.295,0.4,1.3,.313,.398,0.2,0.3,.500,0.2,0.7,0.8,1.3,0.4,0.0,0.7,1.1,3.1
472,Justin Robinson\robinju01,PG,24,MIL,17,0,11.6,1.1,3.4,.316,0.6,2.2,.270,0.5,1.2,.400,.404,0.1,0.1,1.000,0.1,0.6,0.8,1.2,0.5,0.0,0.6,1.0,2.8
472,Justin Robinson\robinju01,PG,24,SAC,3,0,5.0,0.3,2.7,.125,0.0,1.0,.000,0.3,1.7,.200,.125,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.7,0.7
472,Justin Robinson\robinju01,PG,24,DET,5,0,18.2,1.8,5.6,.321,1.6,4.2,.381,0.2,1.4,.143,.464,0.4,1.2,.333,0.4,1.0,1.4,1.8,0.2,0.2,1.0,1.6,5.6
473,Mitchell Robinson\robinmi01,C,23,NYK,63,54,25.1,3.6,4.7,.771,0.0,0.0,,3.6,4.7,.771,.771,1.2,2.4,.487,3.9,4.8,8.7,0.5,0.7,1.8,0.8,2.7,8.3
474,Jeremiah Robinson-Earl\robinje02,C,21,OKC,44,36,23.0,2.7,6.6,.401,1.1,3.4,.333,1.5,3.2,.472,.486,0.7,1.0,.714,1.6,4.2,5.8,1.0,0.6,0.3,0.8,1.7,7.1
475,Isaiah Roby\robyis01,PF,23,OKC,32,16,18.1,3.1,6.0,.518,0.7,1.7,.400,2.4,4.3,.565,.575,1.5,2.1,.727,1.4,2.8,4.1,1.1,0.7,0.5,0.8,2.3,8.4
476,Rajon Rondo\rondora01,PG,35,TOT,35,1,18.1,1.8,4.7,.382,0.7,2.3,.329,1.1,2.5,.430,.461,0.5,0.7,.731,0.4,2.5,2.9,4.2,0.7,0.2,1.8,1.4,4.9
476,Rajon Rondo\rondora01,PG,35,LAL,18,0,16.1,1.3,3.9,.324,0.4,1.7,.267,0.8,2.3,.366,.380,0.1,0.1,.500,0.6,2.2,2.7,3.7,0.7,0.3,1.9,1.4,3.1
476,Rajon Rondo\rondora01,PG,35,CLE,17,1,20.4,2.4,5.5,.426,1.1,2.9,.367,1.3,2.6,.489,.521,1.1,1.4,.750,0.2,2.8,3.0,4.6,0.8,0.1,1.8,1.4,6.8
477,Derrick Rose\rosede01,PG,33,NYK,26,4,24.5,4.7,10.5,.445,1.4,3.5,.402,3.3,7.0,.467,.513,1.2,1.2,.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0
478,Terrence Ross\rosste01,SG,30,ORL,59,0,23.3,3.5,8.8,.395,1.2,4.2,.296,2.3,4.7,.484,.465,1.8,2.1,.868,0.3,2.2,2.5,1.9,0.5,0.2,1.3,1.1,10.0
479,Terry Rozier\roziete01,SG,27,CHO,61,61,34.0,7.2,16.3,.443,3.1,8.3,.378,4.0,7.9,.510,.539,2.1,2.6,.840,0.8,3.6,4.3,4.4,1.3,0.3,1.3,1.6,19.7
480,Ricky Rubio\rubiori01,PG,31,CLE,34,8,28.5,4.4,12.1,.363,1.7,5.1,.339,2.6,7.0,.380,.434,2.6,3.0,.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1
481,D'Angelo Russell\russeda01,PG,25,MIN,56,56,32.2,6.4,15.3,.414,2.9,8.2,.347,3.5,7.1,.492,.508,3.0,3.7,.824,0.4,3.0,3.4,7.1,1.0,0.4,2.6,2.1,18.6
482,Domantas Sabonis\sabondo01,C-PF,25,TOT,60,59,34.5,7.1,12.4,.572,0.6,2.1,.301,6.5,10.4,.625,.597,3.9,5.3,.741,3.2,8.8,12.0,5.2,0.9,0.4,3.2,3.3,18.7
482,Domantas Sabonis\sabondo01,C,25,IND,47,46,34.7,7.0,12.1,.580,0.7,2.3,.324,6.3,9.9,.639,.610,4.1,5.5,.740,3.3,8.8,12.1,5.0,1.0,0.5,3.0,3.1,18.9
482,Domantas Sabonis\sabondo01,PF,25,SAC,13,13,33.6,7.3,13.4,.546,0.2,1.2,.133,7.2,12.2,.585,.552,3.3,4.5,.741,2.9,8.8,11.8,5.8,0.8,0.3,3.5,3.8,18.1
483,Olivier Sarr\sarrol01,C,22,OKC,13,1,15.2,1.8,3.6,.511,0.4,1.0,.385,1.5,2.6,.559,.564,0.7,0.9,.750,1.4,2.1,3.5,0.6,0.2,0.5,1.0,2.2,4.8
484,Tomáš Satoranský\satorto01,SG,30,TOT,41,3,14.6,1.0,3.1,.328,0.1,0.9,.167,0.9,2.2,.391,.352,0.8,0.9,.816,0.5,1.5,2.0,2.3,0.5,0.1,0.7,1.0,3.0
484,Tomáš Satoranský\satorto01,SG,30,NOP,32,3,15.0,1.0,3.3,.299,0.2,1.0,.161,0.8,2.4,.355,.322,0.6,0.8,.760,0.6,1.4,2.0,2.4,0.4,0.0,0.7,1.0,2.8
484,Tomáš Satoranský\satorto01,SG,30,SAS,1,0,9.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,3.0,4.0,.750,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
484,Tomáš Satoranský\satorto01,SG,30,WAS,8,0,13.8,1.3,2.6,.476,0.1,0.6,.200,1.1,2.0,.563,.500,1.1,1.1,1.000,0.3,1.6,1.9,2.4,0.9,0.4,0.6,1.1,3.8
485,Jordan Schakel\schakjo01,SG,23,WAS,2,0,7.0,0.0,3.0,.000,0.0,1.5,.000,0.0,1.5,.000,.000,0.0,0.0,,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
486,Admiral Schofield\schofad01,SF,24,ORL,30,1,10.4,1.2,2.8,.446,0.5,1.6,.313,0.7,1.2,.629,.536,0.2,0.3,.700,0.4,1.5,1.9,0.6,0.1,0.1,0.5,1.3,3.2
487,Dennis Schröder\schrode01,SG-PG,28,TOT,58,29,29.2,5.0,11.7,.430,1.3,4.0,.338,3.7,7.7,.478,.487,2.4,2.9,.844,0.6,2.8,3.4,4.7,0.8,0.1,2.2,2.4,13.8
487,Dennis Schröder\schrode01,SG,28,BOS,49,25,29.2,5.2,11.9,.440,1.4,3.9,.349,3.9,8.0,.485,.497,2.5,3.0,.848,0.6,2.8,3.3,4.2,0.8,0.1,2.1,2.4,14.4
487,Dennis Schröder\schrode01,PG,28,HOU,9,4,28.7,3.8,10.3,.366,1.2,4.3,.282,2.6,6.0,.426,.425,2.0,2.4,.818,0.7,3.1,3.8,7.1,0.4,0.1,2.7,2.9,10.8
488,Tre Scott\scotttr01,SF,25,CLE,2,0,5.5,1.5,3.0,.500,0.0,0.5,.000,1.5,2.5,.600,.500,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,3.0
489,Jay Scrubb\scrubja01,SG,21,LAC,18,0,6.7,1.0,2.6,.391,0.3,1.2,.286,0.7,1.4,.480,.457,0.4,0.6,.700,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7
490,Wayne Selden\seldewa01,SG,27,NYK,3,0,6.3,0.3,1.3,.250,0.3,0.7,.500,0.0,0.7,.000,.375,0.7,1.3,.500,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7
491,Alperen Şengün\sengual01,C,19,HOU,61,8,19.4,3.2,6.9,.470,0.4,1.4,.253,2.9,5.4,.527,.496,2.1,3.1,.686,1.8,3.3,5.0,2.4,0.9,0.9,2.0,3.0,9.0
492,Collin Sexton\sextoco01,SG,23,CLE,11,11,28.7,6.2,13.7,.450,1.0,4.1,.244,5.2,9.6,.538,.487,2.6,3.5,.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0
493,Landry Shamet\shamela01,SG,24,PHO,57,11,20.4,2.5,6.6,.372,1.7,4.6,.363,0.8,2.0,.395,.499,1.1,1.3,.847,0.2,1.6,1.8,1.6,0.4,0.1,0.6,1.3,7.6
494,Day'Ron Sharpe\sharpda01,PF,20,BRK,32,8,12.2,2.7,4.7,.577,0.1,0.2,.286,2.6,4.4,.592,.584,0.8,1.3,.585,2.5,2.5,5.0,0.5,0.3,0.5,0.9,1.9,6.2
495,Pascal Siakam\siakapa01,PF,27,TOR,56,56,37.6,8.4,17.3,.486,1.1,3.1,.358,7.3,14.2,.514,.519,4.1,5.4,.744,2.0,6.4,8.4,5.1,1.3,0.6,2.7,3.4,22.0
496,Chris Silva\silvach01,PF,25,TOT,10,0,9.1,0.8,1.5,.533,0.0,0.0,,0.8,1.5,.533,.533,1.0,1.2,.833,1.3,2.3,3.6,0.7,0.0,0.1,0.8,2.0,2.6
496,Chris Silva\silvach01,PF,25,MIN,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
496,Chris Silva\silvach01,PF,25,MIA,9,0,9.8,0.9,1.7,.533,0.0,0.0,,0.9,1.7,.533,.533,1.1,1.3,.833,1.4,2.4,3.9,0.8,0.0,0.1,0.9,2.2,2.9
497,Marko Simonovic\simonma01,C,22,CHI,9,0,3.9,0.4,1.7,.267,0.1,0.6,.200,0.3,1.1,.300,.300,0.9,1.2,.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9
498,Anfernee Simons\simonan01,SG,22,POR,57,30,29.5,6.2,14.0,.443,3.1,7.8,.405,3.1,6.2,.490,.555,1.8,2.0,.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9,17.3
499,Jericho Sims\simsje01,PF,23,NYK,28,0,9.5,0.6,0.9,.720,0.0,0.0,,0.6,0.9,.720,.720,0.2,0.5,.429,1.1,2.0,3.1,0.3,0.2,0.4,0.4,1.4,1.5
500,Deividas Sirvydis\sirvyde01,SG,21,DET,3,0,9.0,0.3,3.3,.100,0.3,2.3,.143,0.0,1.0,.000,.150,0.0,0.0,,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0
501,Javonte Smart\smartja01,PG,22,TOT,14,1,11.5,0.8,3.1,.256,0.3,1.3,.222,0.5,1.8,.280,.302,0.4,0.4,.833,0.3,1.1,1.4,1.0,0.3,0.1,0.6,0.8,2.2
501,Javonte Smart\smartja01,PG,22,MIL,13,1,12.3,0.8,3.3,.256,0.3,1.4,.222,0.5,1.9,.280,.302,0.4,0.5,.833,0.3,1.2,1.5,1.1,0.3,0.2,0.7,0.8,2.4
501,Javonte Smart\smartja01,PG,22,MIA,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,Marcus Smart\smartma01,PG,27,BOS,60,60,32.8,4.2,10.0,.422,1.6,4.8,.333,2.6,5.2,.503,.502,2.2,2.7,.802,0.6,3.3,3.9,5.7,1.7,0.3,2.1,2.3,12.2
503,Dennis Smith Jr.\smithde03,PG,24,POR,37,4,17.2,2.1,5.1,.418,0.2,0.7,.222,2.0,4.4,.451,.434,1.1,1.7,.656,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6
504,Ish Smith\smithis01,PG,33,TOT,51,1,16.0,2.5,5.9,.427,0.4,0.9,.422,2.2,5.0,.428,.459,0.3,0.5,.625,0.4,1.6,2.0,3.3,0.6,0.3,1.1,1.2,5.7
504,Ish Smith\smithis01,PG,33,CHO,37,1,13.8,2.0,5.0,.395,0.3,0.7,.400,1.7,4.3,.394,.422,0.3,0.5,.632,0.3,1.2,1.5,2.6,0.5,0.3,1.0,0.9,4.5
504,Ish Smith\smithis01,PG,33,WAS,14,0,21.9,4.0,8.4,.479,0.6,1.4,.450,3.4,6.9,.485,.517,0.2,0.4,.600,0.7,2.4,3.1,5.1,0.9,0.5,1.4,2.1,8.9
505,Jalen Smith\smithja04,PF,21,TOT,43,7,17.4,3.0,6.1,.494,0.7,2.2,.319,2.3,3.9,.592,.551,1.5,2.0,.767,1.9,4.0,5.9,0.5,0.3,0.7,0.8,1.8,8.3
505,Jalen Smith\smithja04,PF,21,PHO,29,4,13.2,2.2,4.7,.460,0.3,1.3,.231,1.9,3.4,.551,.493,1.4,1.8,.769,1.9,2.9,4.8,0.2,0.2,0.6,0.8,1.8,6.0
505,Jalen Smith\smithja04,PF,21,IND,14,3,26.1,4.8,9.0,.532,1.5,3.9,.382,3.3,5.1,.648,.615,1.9,2.4,.765,1.9,6.2,8.1,1.1,0.4,1.0,1.0,1.9,12.9
506,Xavier Sneed\sneedxa01,SF,24,TOT,3,0,3.3,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.7,0.0
506,Xavier Sneed\sneedxa01,SF,24,MEM,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
506,Xavier Sneed\sneedxa01,SF,24,UTA,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,Tony Snell\snellto01,SG,30,TOT,49,12,15.8,1.2,3.1,.392,0.9,2.4,.353,0.4,0.7,.529,.529,0.1,0.1,1.000,0.3,1.7,2.0,0.5,0.3,0.2,0.4,1.3,3.4
507,Tony Snell\snellto01,SG,30,POR,38,10,14.4,0.9,2.6,.371,0.6,2.0,.320,0.3,0.6,.545,.495,0.1,0.1,1.000,0.3,1.6,1.9,0.5,0.2,0.2,0.3,1.2,2.6
507,Tony Snell\snellto01,SG,30,NOP,11,2,20.9,2.2,5.1,.429,1.6,4.0,.409,0.5,1.1,.500,.589,0.0,0.0,,0.4,2.2,2.5,0.5,0.5,0.2,0.6,1.9,6.0
508,Jaden Springer\sprinja01,SG,19,PHI,2,0,3.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0
509,Cassius Stanley\stanlca01,SG,22,DET,9,1,17.2,2.1,5.1,.413,0.4,1.9,.235,1.7,3.2,.517,.457,1.1,1.1,1.000,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8
510,Nik Stauskas\stausni01,SG,28,TOT,5,0,5.8,0.8,2.0,.400,0.6,1.2,.500,0.2,0.8,.250,.550,0.8,1.2,.667,0.2,0.4,0.6,0.2,0.0,0.0,0.0,0.2,3.0
510,Nik Stauskas\stausni01,SG,28,MIA,2,0,12.0,1.5,4.0,.375,1.0,2.0,.500,0.5,2.0,.250,.500,1.5,2.0,.750,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,5.5
510,Nik Stauskas\stausni01,SG,28,BOS,3,0,1.7,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.3,0.7,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
511,Lance Stephenson\stephla01,SG-SF,31,TOT,34,1,17.9,3.2,7.1,.449,0.5,2.0,.246,2.7,5.1,.529,.484,1.2,1.6,.750,0.3,2.5,2.9,3.4,0.5,0.1,1.5,2.0,8.1
